Frame,Sub Frame,"Position - max4",,,"Rotation (Helical) - max4",,
841,0,"nan","nan","nan","nan","nan","nan"
842,0,"nan","nan","nan","nan","nan","nan"
843,0,"22.1407","-543.566","2025.45","59.9992","-21.5216","231.219"
844,0,"-130.632","-384.108","2266.17","19.6087","162.019","151.946"
845,0,"-261.276","-393.555","1871.55","-12.4281","104.084","-87.4886"
846,0,"-426.362","-251.853","2171.72","35.0794","-10.8598","53.5278"
847,0,"-527.236","-250.254","2135.7","30.2143","-18.0483","54.61"
848,0,"-623.54","-246.619","2087.35","25.191","-25.4433","54.8877"
849,0,"-510.837","-419.62","1791.85","16.502","77.7534","-88.0266"
850,0,"-571.236","-425.406","1753","23.5202","70.8515","-87.1953"
851,0,"-629.082","-431.837","1706.04","30.4877","63.92","-86.0271"
852,0,"-683.016","-438.5","1650.97","37.5453","57.127","-84.4618"
853,0,"-1039.25","-478.67","1802.32","94.8161","-49.8285","77.07"
854,0,"nan","nan","nan","nan","nan","nan"
855,0,"nan","nan","nan","nan","nan","nan"
856,0,"-831.226","-343.591","1350.54","-82.8777","-64.6335","-22.2141"
857,0,"nan","nan","nan","nan","nan","nan"
858,0,"nan","nan","nan","nan","nan","nan"
859,0,"nan","nan","nan","nan","nan","nan"
860,0,"nan","nan","nan","nan","nan","nan"
861,0,"-1099.25","-390.71","753.527","-41.6248","30.5396","76.857"
862,0,"-740.823","-554.264","863.812","125.352","25.589","-8.01901"
863,0,"-691.28","-567.081","791.408","129.932","29.155","6.6719"
864,0,"-635.466","-578.205","727.576","131.604","33.3727","21.3174"
865,0,"-575.191","-588.947","671.846","130.857","37.6555","34.9128"
866,0,"-513.085","-600.107","624.735","127.921","40.9499","46.8334"
867,0,"-448.779","-608.207","585.758","122.861","44.9835","57.2036"
868,0,"-384.469","-616.765","554.053","116.766","48.5135","66.1768"
869,0,"-320.205","-623.04","529.099","109.396","51.5031","72.7017"
870,0,"-257.682","-633.163","510.114","102.332","52.3494","77.9797"
871,0,"-195.622","-645.793","496.92","95.664","52.6973","82.5623"
872,0,"nan","nan","nan","nan","nan","nan"
873,0,"-204.015","-710.166","154.553","-83.4967","111.678","-19.7782"
874,0,"-18.1099","-686.989","489.712","76.9465","51.0612","92.0912"
875,0,"nan","nan","nan","nan","nan","nan"
876,0,"nan","nan","nan","nan","nan","nan"
877,0,"nan","nan","nan","nan","nan","nan"
878,0,"nan","nan","nan","nan","nan","nan"
879,0,"nan","nan","nan","nan","nan","nan"
880,0,"nan","nan","nan","nan","nan","nan"
881,0,"nan","nan","nan","nan","nan","nan"
882,0,"nan","nan","nan","nan","nan","nan"
883,0,"nan","nan","nan","nan","nan","nan"
884,0,"nan","nan","nan","nan","nan","nan"
885,0,"nan","nan","nan","nan","nan","nan"
886,0,"nan","nan","nan","nan","nan","nan"
887,0,"674.902","-852.445","533.783","-41.1238","63.8697","-58.3981"
888,0,"703.995","-852.859","580.364","-38.5665","60.7556","-59.1079"
889,0,"730.472","-852.294","627.701","-35.2289","57.64","-60.124"
890,0,"751.838","-851.091","674.501","-32.6941","54.5128","-60.4723"
891,0,"464.481","-803.35","902.864","10.408","-9.20708","106.913"
892,0,"467.911","-804.834","929.497","7.17011","-10.9278","107.691"
893,0,"469.565","-805.63","954.75","3.69054","-12.2645","108.197"
894,0,"469.8","-805.724","979.66","0.495215","-13.2719","108.52"
895,0,"468.77","-805.49","1003.52","-2.62413","-14.0938","108.693"
896,0,"467.85","-803.692","1023.31","-6.18636","-15.5917","108.452"
897,0,"465.037","-804.096","1044.8","-9.14738","-16.1928","108.729"
898,0,"461.567","-804.36","1065.2","-11.9306","-17.0047","108.934"
899,0,"457.253","-804.551","1084.72","-14.699","-17.5852","109.081"
900,0,"452.392","-803.98","1103.51","-17.1502","-18.1539","109.003"
901,0,"447.058","-803.23","1121.49","-19.4039","-18.7002","108.829"
902,0,"441.669","-800.967","1138.24","-21.5638","-19.4888","108.209"
903,0,"435.551","-800.24","1154.49","-23.5465","-20.2826","108.01"
904,0,"429.448","-799.994","1169.79","-25.6321","-20.4486","107.802"
905,0,"423.023","-799.475","1184.5","-27.6435","-20.7762","107.399"
906,0,"416.537","-799.402","1198.26","-29.5554","-21.1383","107.087"
907,0,"409.56","-799.195","1212.02","-31.1539","-21.3944","106.742"
908,0,"402.528","-798.689","1225.04","-32.6321","-21.7837","106.276"
909,0,"395.426","-798.063","1237.48","-33.8954","-22.4584","105.806"
910,0,"388.385","-796.893","1249.3","-35.0949","-23.0684","105.046"
911,0,"591.871","-828.929","1571.07","25.7761","-75.852","-65.6927"
912,0,"577.796","-829.866","1586.16","25.8216","-77.378","-66.1832"
913,0,"566.128","-830.675","1599.1","26.7335","-77.6271","-66.0068"
914,0,"553.548","-832.311","1611.88","27.425","-78.2569","-66.2174"
915,0,"541.173","-833.53","1623.82","28.1953","-78.8109","-66.1363"
916,0,"528.689","-835.614","1635.08","29.0407","-79.3263","-66.2726"
917,0,"443.97","-824.901","1253.8","-50.9172","91.8521","-46.4506"
918,0,"437.198","-824.319","1262.68","-50.1906","91.2182","-46.1721"
919,0,"430.091","-824.159","1270.92","-49.5793","90.6674","-45.9311"
920,0,"422.759","-823.956","1278.56","-49.0105","90.1488","-45.6055"
921,0,"415.855","-823.325","1285.63","-48.158","89.6507","-45.2601"
922,0,"408.307","-823.121","1291.98","-47.5993","89.2142","-44.863"
923,0,"400.822","-823.111","1297.77","-47.102","88.7136","-44.4229"
924,0,"277.964","-802.308","1359.97","-41.1943","-35.0546","101.583"
925,0,"270.167","-802.253","1363.74","-41.2211","-36.2511","101.035"
926,0,"261.383","-803.254","1367.24","-41.0297","-36.8948","100.929"
927,0,"253.618","-802.981","1369.92","-41.0495","-37.9159","100.234"
928,0,"245.061","-803.871","1372.19","-40.8897","-38.6322","99.9965"
929,0,"236.822","-804.326","1373.83","-40.7918","-39.5","99.5629"
930,0,"228.6","-804.531","1374.81","-40.6616","-40.3136","99.062"
931,0,"220.409","-804.717","1375.2","-40.5113","-41.1317","98.5561"
932,0,"212.424","-805.256","1374.77","-40.509","-41.9703","98.0705"
933,0,"204.17","-805.75","1373.88","-40.3895","-42.6307","97.6134"
934,0,"195.873","-806.263","1372.51","-40.2188","-43.2887","97.1628"
935,0,"187.797","-806.603","1370.55","-40.0536","-43.9253","96.6331"
936,0,"179.928","-807.288","1367.98","-39.9749","-44.4945","96.1162"
937,0,"172.332","-807.453","1364.83","-39.9198","-45.035","95.4159"
938,0,"164.412","-808.168","1361.27","-39.7724","-45.4501","94.8769"
939,0,"156.93","-808.376","1357.02","-39.6517","-45.8792","94.1606"
940,0,"150.046","-808.637","1351.93","-39.7329","-46.2986","93.3545"
941,0,"142.847","-808.981","1346.48","-39.6323","-46.6277","92.6269"
942,0,"135.909","-809.073","1340.41","-39.5756","-46.99","91.7626"
943,0,"128.599","-809.677","1333.68","-39.4649","-47.3405","91.1141"
944,0,"121.443","-809.869","1326.53","-39.2813","-47.6568","90.3366"
945,0,"115.479","-809.976","1317.89","-39.627","-47.8874","89.3431"
946,0,"109.419","-810.644","1308.89","-39.8109","-48.4696","88.6195"
947,0,"103.813","-811.947","1299.06","-40.3482","-48.8243","87.8656"
948,0,"100.253","-812.102","1288.57","-41.2838","-49.3206","86.4696"
949,0,"98.0607","-812.359","1276.86","-42.7855","-49.1536","84.6261"
950,0,"93.5098","-812.77","1266.59","-43.0573","-48.8606","83.3062"
951,0,"87.9468","-814.171","1256.3","-43.0081","-47.9571","82.3754"
952,0,"79.6862","-814.423","1247.92","-41.6791","-47.8433","81.5725"
953,0,"72.3788","-814.531","1239.5","-40.7512","-47.2324","80.3978"
954,0,"66.7972","-813.71","1230.43","-40.1827","-46.6537","78.524"
955,0,"58.3595","-815.056","1220.72","-38.9008","-46.5252","78.2135"
956,0,"50.2158","-816.747","1210.01","-37.7833","-45.7894","77.7865"
957,0,"43.336","-817.572","1199.25","-36.7946","-45.3462","76.7504"
958,0,"36.5511","-817.086","1187.53","-35.4236","-44.9804","75.7238"
959,0,"29.4574","-817.392","1175.22","-34.1486","-44.4242","74.7232"
960,0,"22.2655","-818.071","1162.22","-32.9056","-43.7326","73.7974"
961,0,"nan","nan","nan","nan","nan","nan"
962,0,"7.38829","-820.73","1133.74","-30.5343","-41.9289","72.2824"
963,0,"0.225449","-822.42","1118.2","-29.5425","-40.9934","71.5105"
964,0,"-6.83173","-823.058","1102.78","-28.2013","-39.9915","70.4625"
965,0,"-14.4101","-823.426","1087.58","-26.5225","-38.9606","69.5021"
966,0,"-22.7953","-823.755","1072.36","-24.6157","-37.6026","68.6011"
967,0,"-31.0488","-823.517","1057.3","-22.476","-36.575","67.5692"
968,0,"-39.792","-823.03","1041.83","-20.1501","-35.3124","66.5369"
969,0,"-49.2341","-822.268","1026.02","-17.528","-33.9295","65.6393"
970,0,"-58.1378","-821.485","1009.8","-14.9211","-32.5008","64.6015"
971,0,"-67.0786","-820.134","994.164","-11.9165","-31.0462","63.4054"
972,0,"-76.1709","-818.091","979.229","-8.31539","-29.5643","62.0638"
973,0,"-86.3814","-816.896","964.068","-4.37739","-28.17","61.1584"
974,0,"-95.3224","-815.37","946.89","-0.769741","-26.5185","59.9861"
975,0,"-104.416","-813.387","928.615","2.96039","-24.7172","58.8834"
976,0,"-113.631","-810.115","909.277","6.66231","-23.524","57.6691"
977,0,"-124.497","-804.769","886.442","9.30386","-22.0924","56.7465"
978,0,"39.2226","-1029.01","650.299","-6.59699","-140.199","191.831"
979,0,"18.8968","-1018.87","613.555","-6.04543","-142.377","187.937"
980,0,"-2.84404","-1007.72","577.201","-5.27179","-144.188","184.071"
981,0,"-167.659","-774.726","787.657","18.6044","-17.7185","51.9626"
982,0,"-178.826","-765","764.3","21.8393","-16.7558","50.3602"
983,0,"-191.199","-754.873","741.23","25.3498","-15.9958","48.9643"
984,0,"-204.717","-743.266","716.916","28.5784","-15.5514","47.7809"
985,0,"-218.666","-730.506","693.089","31.8676","-15.5264","46.4631"
986,0,"-232.389","-716.053","669.242","35.0546","-15.8253","44.7751"
987,0,"-247.255","-700.675","645.903","38.296","-16.3409","43.1095"
988,0,"-261.93","-683.465","622.862","41.4463","-16.6128","41.2208"
989,0,"-223.379","-768.597","261.98","8.39005","112.411","-87.4982"
990,0,"-248.395","-730.794","234.638","10.2662","116.233","-85.6462"
991,0,"-273.438","-691.887","209.524","12.2704","119.976","-84.0142"
992,0,"-297.291","-651.489","186.707","14.7336","123.548","-82.451"
993,0,"-338.066","-578.474","523.317","56.7376","-19.7978","29.4566"
994,0,"-353.534","-554.209","507.582","59.5917","-20.983","26.5109"
995,0,"-362.763","-520.267","135.238","24.2345","133.948","-76.6814"
996,0,"-381.684","-475.121","123.594","28.3311","136.955","-74.8183"
997,0,"-402.292","-428.875","115.204","31.573","140.474","-73.066"
998,0,"-418.28","-382.382","109.155","36.1452","143.47","-71.0127"
999,0,"-433.295","-336.581","105.213","40.7475","146.247","-69.1543"
1000,0,"-446.603","-291.194","103.627","45.6808","148.839","-67.3543"
1001,0,"-458.532","-246.35","104.38","50.7961","151.274","-65.6021"
1002,0,"-468.699","-202.486","107.009","56.2538","153.466","-63.9636"
1003,0,"-477.332","-159.374","111.698","61.9165","155.5","-62.2385"
1004,0,"-485","-117.453","118.18","67.6955","157.497","-60.8047"
1005,0,"-491.777","-76.9551","126.164","73.3876","159.375","-59.5639"
1006,0,"-496.673","-38.3734","135.312","79.3665","160.755","-58.5084"
1007,0,"-500.017","-1.59704","145.593","85.4807","161.714","-57.5889"
1008,0,"-502.18","33.1833","156.656","91.8123","162.344","-56.984"
1009,0,"-503.267","65.8409","168.272","98.3907","162.59","-56.7147"
1010,0,"-503.365","96.4483","180.34","105.208","162.524","-56.7217"
1011,0,"-502.455","124.661","192.598","112.452","161.994","-57.0492"
1012,0,"-501.371","151.681","205.561","119.358","161.409","-57.3835"
1013,0,"-545.654","-35.1834","503.519","71.8778","-48.5983","-57.8254"
1014,0,"-547.554","-10.6874","516.469","68.8743","-50.2468","-62.416"
1015,0,"-548.166","12.944","529.782","65.387","-51.769","-66.894"
1016,0,"-488.363","221.62","243.013","-96.8239","-93.506","41.6537"
1017,0,"-487.302","233.423","250.697","-98.915","-87.4344","42.5934"
1018,0,"-487.641","244.317","258.413","-100.513","-81.2252","43.5091"
1019,0,"-489.207","254.204","266.175","-101.783","-75.0142","44.5016"
1020,0,"-492.352","262.067","273.452","-102.973","-68.5743","45.9231"
1021,0,"-496.664","270.927","282.024","-103.715","-62.5966","47.5606"
1022,0,"-503.562","276.136","288.959","-104.108","-54.8732","48.7439"
1023,0,"-511.333","282.859","297.634","-104.13","-47.8995","50.048"
1024,0,"-519.789","289.246","307.204","-103.975","-41.0216","51.3012"
1025,0,"-530.39","295.975","317.746","-103.359","-33.8827","52.6642"
1026,0,"-540.46","302.769","329.85","-102.738","-27.5281","54.4557"
1027,0,"-546.499","314.811","343.462","-101.413","-23.4428","55.6888"
1028,0,"-476.288","228.566","694.568","-1.47635","-52.0324","-108.197"
1029,0,"-471.021","235.422","704.596","-3.79505","-50.5715","-110.134"
1030,0,"-463.962","243.43","715.323","-6.40303","-49.2684","-111.739"
1031,0,"-454.968","251.941","725.596","-9.54953","-47.9308","-112.807"
1032,0,"-445.699","259.751","735.317","-12.5601","-46.4879","-113.751"
1033,0,"-436.441","267.5","745.1","-15.3214","-45.3925","-114.294"
1034,0,"-427.734","273.511","753.98","-17.6883","-43.9867","-115.123"
1035,0,"-419.521","278.397","762.474","-19.9765","-42.5253","-116.083"
1036,0,"-409.665","283.715","770.538","-21.738","-41.1103","-116.32"
1037,0,"-400.915","287.317","777.871","-22.9524","-39.5733","-116.949"
1038,0,"-392.137","290.25","784.711","-23.428","-38.0495","-117.472"
1039,0,"-382.558","293.131","791.224","-23.6163","-36.6901","-117.688"
1040,0,"-373.701","294.94","797.31","-23.0671","-35.371","-118.148"
1041,0,"-365.251","295.863","802.777","-22.252","-34.0575","-118.755"
1042,0,"-356.667","296.495","808.17","-21.2129","-33.1427","-119.274"
1043,0,"-348.514","295.981","812.5","-20.4586","-32.0153","-120.089"
1044,0,"-339.43","295.754","816.865","-19.5876","-31.3368","-120.517"
1045,0,"-330.428","294.717","820.122","-19.1561","-30.511","-121.109"
1046,0,"-320.935","293.516","822.747","-18.5405","-29.7766","-121.506"
1047,0,"-311.574","291.974","825.034","-17.6959","-29.2191","-121.835"
1048,0,"-302.635","289.718","826.585","-16.5899","-28.671","-122.268"
1049,0,"-420.489","485.349","557.185","-78.4968","-3.56426","55.322"
1050,0,"-407.723","486.007","558.422","-78.2109","-4.74762","54.6526"
1051,0,"-395.61","486.351","559.318","-77.7777","-5.64186","54.0407"
1052,0,"-267.969","276.95","826.217","-11.244","-27.1134","-123.431"
1053,0,"-259.178","273.404","824.692","-10.2134","-27.0102","-123.584"
1054,0,"-251.07","269.24","822.554","-9.33403","-26.9562","-124.027"
1055,0,"-242.901","265.007","819.63","-8.51055","-26.9937","-124.361"
1056,0,"-234.491","260.74","816.273","-7.75416","-27.1243","-124.594"
1057,0,"-226.697","256.002","812.172","-6.91886","-27.2832","-124.964"
1058,0,"-219.038","251.182","807.747","-5.85938","-27.5969","-125.267"
1059,0,"-371.339","576.549","647.421","-1.4165","157.752","-20.7633"
1060,0,"-361.151","571.619","639.45","-1.30691","156.87","-20.6912"
1061,0,"-350.904","566.292","630.125","-1.23966","155.817","-20.7756"
1062,0,"-339.906","561.325","620.841","-0.805909","154.944","-20.8089"
1063,0,"-329.746","555.434","610.005","-0.747815","153.922","-21.0271"
1064,0,"-319.885","548.616","597.75","-0.994226","152.829","-21.5905"
1065,0,"-225.275","428.536","481.774","-82.077","-15.0371","45.2048"
1066,0,"-158.103","303.939","489.97","1.30151","71.7061","-101.361"
1067,0,"-145.459","295.242","480.177","1.91903","70.3028","-101.506"
1068,0,"-132.548","285.802","470.067","2.52324","68.7338","-101.689"
1069,0,"-119.892","275.427","459.46","2.96147","67.0796","-101.976"
1070,0,"-107.194","264.17","448.525","3.36323","65.3329","-102.376"
1071,0,"-94.3559","252.378","437.201","3.83419","63.4973","-102.788"
1072,0,"-81.9366","239.719","425.349","4.35498","61.6989","-103.4"
1073,0,"-69.2951","226.057","413.53","4.54907","59.6417","-104.006"
1074,0,"-56.4357","211.58","401.57","4.43967","57.4484","-104.548"
1075,0,"-43.6859","196.353","389.346","4.50837","55.2184","-105.206"
1076,0,"-30.8746","180.48","377.252","4.67281","52.9183","-105.938"
1077,0,"-62.3806","271.623","307.704","-101.068","-19.6983","37.6318"
1078,0,"-47.7423","252.054","291.377","-103.411","-19.7126","37.0955"
1079,0,"-31.4634","231.533","275.719","-106.025","-20.0142","36.2622"
1080,0,"-15.2277","209.867","260.331","-108.661","-20.1947","35.5503"
1081,0,"0.717646","188.795","245.763","-110.906","-20.627","34.9989"
1082,0,"-37.2725","92.1022","577.584","9.98335","-70.3006","-117.173"
1083,0,"-28.0713","81.3604","565.098","10.6026","-72.7978","-115.713"
1084,0,"-18.2412","70.9513","553.047","10.8685","-75.538","-113.979"
1085,0,"-8.4928","60.3413","541.805","10.9697","-78.56","-112.162"
1086,0,"0.674072","48.6245","530.447","11.0571","-81.5534","-110.642"
1087,0,"9.61443","36.0706","519.342","11.0605","-84.5189","-109.325"
1088,0,"18.9646","23.3384","508.739","10.8179","-87.5025","-107.943"
1089,0,"28.5084","10.2516","498.631","10.5714","-90.4911","-106.442"
1090,0,"38.2611","-3.23473","488.993","10.402","-93.4114","-104.779"
1091,0,"60.5086","64.9451","90.1105","-9.64651","105.765","-69.2335"
1092,0,"78.0867","34.3693","78.858","-10.1786","103.439","-71.3682"
1093,0,"95.7344","3.48306","69.0567","-10.5191","101.193","-73.55"
1094,0,"113.565","-27.7345","60.7994","-10.7533","98.9166","-75.7051"
1095,0,"130.854","-60.389","54.1001","-11.1333","96.5896","-78.1358"
1096,0,"98.7273","-91.4832","444.429","8.338","-110.604","-93.8837"
1097,0,"108.988","-107.23","439.597","7.6544","-113.327","-92.0479"
1098,0,"119.177","-122.544","435.63","6.91769","-116.197","-89.954"
1099,0,"129.639","-137.609","432.448","6.06617","-119.036","-87.732"
1100,0,"140.185","-153.161","430.182","5.44857","-121.564","-85.4413"
1101,0,"150.113","-168.783","428.85","5.3217","-124.059","-82.8682"
1102,0,"159.412","-184.628","428.207","5.47026","-126.405","-80.4285"
1103,0,"168.268","-200.393","428.247","5.70186","-128.666","-78.0371"
1104,0,"177.079","-215.77","429.066","5.95637","-130.766","-75.4495"
1105,0,"186.026","-231.152","430.529","6.22888","-132.628","-72.8168"
1106,0,"194.948","-245.923","432.75","6.55737","-134.237","-69.8412"
1107,0,"204.389","-261.093","436.476","6.87235","-135.42","-67.1424"
1108,0,"213.28","-275.946","440.657","7.37255","-136.639","-64.4625"
1109,0,"221.448","-289.003","444.274","7.6461","-138.293","-61.4897"
1110,0,"225.322","-303.425","446.078","8.80869","-139.791","-57.9853"
1111,0,"232.668","-316.139","450.351","8.66254","-140.944","-55.5459"
1112,0,"238.924","-327.712","454.674","9.13103","-141.932","-52.519"
1113,0,"244.48","-338.221","458.446","9.55802","-143.012","-49.1943"
1114,0,"250.267","-349.373","463.702","9.95198","-143.677","-46.5715"
1115,0,"255.639","-359.78","468.918","10.3532","-144.327","-43.8993"
1116,0,"260.956","-369.48","474.065","10.5764","-144.994","-41.3376"
1117,0,"265.948","-378.633","479.375","10.7177","-145.632","-38.9476"
1118,0,"270.756","-386.966","484.602","10.695","-146.25","-36.7264"
1119,0,"275.604","-394.791","490.05","10.5926","-146.759","-34.7412"
1120,0,"280.023","-402.3","495.645","10.5271","-147.268","-33.0424"
1121,0,"284.34","-408.925","500.907","10.2732","-147.862","-31.4169"
1122,0,"288.571","-414.829","505.997","9.89237","-148.453","-29.953"
1123,0,"292.268","-420.309","510.864","9.58733","-149.118","-28.7085"
1124,0,"295.743","-424.957","515.374","9.19233","-149.794","-27.5186"
1125,0,"298.833","-428.97","519.607","8.75654","-150.53","-26.5616"
1126,0,"301.743","-432.29","523.336","8.22895","-151.294","-25.7026"
1127,0,"304.374","-435.094","526.712","7.63919","-152.144","-25.0638"
1128,0,"306.67","-437.445","529.754","7.10573","-152.949","-24.4877"
1129,0,"308.85","-439.111","532.353","6.51055","-153.79","-23.9907"
1130,0,"310.479","-440.389","534.556","6.05792","-154.54","-23.5725"
1131,0,"311.807","-441.247","536.365","5.65233","-155.203","-23.236"
